GEOID,obesity_cr,% Black,% Ame Indi and AK Native,% Asian,% Nati Hawa and Paci Island,% Hispanic or Latino,% male,% married,% age 18-29,% age 30-39,% age 40-49,% age 50-59,% age >=60,% <highschool,median income,% unemployment,% below poverty line,% food stamp/SNAP,median value units built,median year units built,% renter-occupied housing units,population density
6037276400,21.7,0.010552147,0.002208589,0.074601227,0,0.108220859,0.473619632,0.561197534,0.135705521,0.112392638,0.107730061,0.166625767,0.285644172,0.006451613,131786,0.045404814,0.116564417,0.027522936,1007800,1949,0.168414155,3194.900703
6037276500,17.6,0.066427289,0.001256732,0.147217235,0.001436266,0.180969479,0.465709156,0.144306652,0.733572711,0.031777379,0.039317774,0.05475763,0.078635548,0.042868277,88500,0.101067616,0.179431072,0.038028169,952800,1949,0.402816901,4674.740455
6037240020,36.1,0.276376147,0.004396024,0.001911315,0.003440367,0.718463303,0.458524465,0.375450335,0.189793578,0.158639144,0.123470948,0.102446483,0.106842508,0.45897174,39839,0.130470685,0.304980843,0.186335404,326200,1948,0.486801242,7271.888286
6037265510,19.7,0.038654409,0.006895111,0.389260343,0,0.057459256,0.390513999,0.251838645,0.498328458,0.180944421,0.07145842,0.040952779,0.125574593,0,52917,0.077728554,0.411617217,0.012085944,677800,1978,0.8912265,12485.29339
6037141500,21.1,0.017803158,0,0.097077595,0,0.047027209,0.464897548,0.640216037,0.065166275,0.071548539,0.156533423,0.194827007,0.278804165,0.006404392,214313,0.05322688,0.030567686,0,1665000,1958,0.021355617,893.8893043
6037192420,21.2,0.067300658,0,0.314557425,0.001706901,0.508900268,0.49914655,0.381020234,0.269446476,0.218970983,0.145818093,0.114362351,0.089978054,0.231658836,59046,0.039880731,0.075564279,0.04622157,657100,1956,0.88701394,12627.70891
6037221302,31.6,0.137032617,0,0.069013524,0.01849642,0.752386635,0.50318218,0.339563107,0.251988862,0.1358393,0.127287192,0.169848846,0.108989658,0.349018476,41385,0.056514382,0.126080837,0.19536903,477200,1947,0.895079595,10884.45977
6037231500,34.2,0.371344455,0.015112856,0.032384691,0,0.575662414,0.47576055,0.364789076,0.192541708,0.113837095,0.106771344,0.143473994,0.202158979,0.266608392,46472,0.037316395,0.186480645,0.172752809,397200,1939,0.509129213,5545.270412
6037106112,25.8,0.015463042,0.04519966,0.074256585,0.002718777,0.71248938,0.500934579,0.515230635,0.160237893,0.137468139,0.142905692,0.10671198,0.169583687,0.205970149,90875,0.038196834,0.068857043,0.036005435,454800,1966,0.137907609,1826.783149
6037106113,27.4,0.048712771,0,0.091367996,0,0.741039879,0.5113579,0.52103459,0.156991418,0.107269056,0.146390712,0.156991418,0.200151439,0.290088021,85156,0.040935673,0.049389134,0.059670782,448800,1969,0.185185185,2745.820974
6037106114,31.5,0.04524181,0.011076443,0.040405616,0,0.85600624,0.500312012,0.392020815,0.192043682,0.15850234,0.104524181,0.109048362,0.106396256,0.338573835,54363,0.07394844,0.167142857,0.193467337,339400,1970,0.557788945,6317.076437
6037106403,28.5,0.004954824,0.010201108,0.003788983,0,0.895365783,0.51384436,0.442162162,0.213640338,0.139900904,0.130282716,0.123870592,0.158262897,0.454088625,62015,0.04847086,0.050807636,0.118665019,421000,1956,0.148331273,3104.303138
6037101300,23.9,0.037468001,0,0.067256225,0,0.066092623,0.498720037,0.546583851,0.173609495,0.089364673,0.121247382,0.177333023,0.317896207,0.105049333,86914,0.056895767,0.092,0.042508711,586000,1957,0.116376307,1665.490965
